Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,6:00,4,1,0.14256425859965322,330.31693490515516,13,3,0.2119224123873312,364.3447872827699,54,1,0.009463704395335105,297.3405072070146,20,0,0.020859053701135413,278.108832138143
August,1,6:30,9,2,0.23619453716289018,335.1121411118935,26,8,0.29860481400741234,381.06557108277656,88,1,0.01387777386024455,281.11026859267537,37,1,0.031237679259441004,263.9155344674771
August,1,7:00,18,4,0.20205100862857073,328.8377579896045,48,9,0.18552274965350574,332.2122281970697,144,2,0.013606507486449294,275.4757762628235,64,2,0.025064839248329578,266.97873791136254
August,1,7:30,35,5,0.1366304070613694,318.34381429369,80,8,0.10457439677405567,291.94990726394377,227,2,0.01090595111154992,278.8680326764654,101,2,0.01896032890514752,273.51804756008033
August,1,8:00,59,4,0.06323372298748016,302.808499922337,123,5,0.04212502596268388,289.6843212943357,336,3,0.007688404913146343,289.979754664839,149,2,0.014034008509379465,279.000034469362
August,1,8:30,92,2,0.024357519559010582,298.5813048455334,177,3,0.0169761128793011,300.57501313009317,474,3,0.005291767757144831,302.825274560877,210,3,0.012406572937382544,286.25249589684717
August,1,9:00,128,1,0.007544724102804779,306.0737772551479,237,2,0.010323586727153038,312.2328871104572,620,3,0.004375294479421596,309.4939170461714,275,3,0.011628260546020178,292.8596284459592
August,1,9:30,164,0,0.0029366483237539,314.7210126940056,301,3,0.008306253843818933,320.66451168766184,771,4,0.004753359360939523,313.2966367532675,342,4,0.01124038319495997,299.1035630780872
August,1,10:00,196,0,0.0019362445329034101,320.73582788839747,360,3,0.008588534283849166,325.4847017256621,899,6,0.006299961291827235,320.4619087607112,400,4,0.010789534341477438,305.3555330744639
August,1,10:30,223,0,0.0015251727614986987,323.94264115391263,415,4,0.009416548875723055,327.68584732296506,1003,8,0.007729290569294522,327.72276393828247,447,5,0.010497827939797455,311.15983756543386
August,1,11:00,243,0,0.0014321327540124944,325.13527550315973,460,5,0.011112806077397652,331.95024084236906,1074,9,0.008708242250281033,332.7071815401055,480,5,0.009656971230010554,314.050347795604
August,1,11:30,255,0,0.0018295525074731947,324.00558517565065,498,6,0.01292384761582879,337.6966784077921,1115,11,0.00965243962929397,335.77302309048696,502,5,0.009825302645284953,314.75877802890415
August,1,12:00,261,1,0.0024916933577500008,322.4705552211163,528,7,0.013190361822746034,339.7934891870236,1137,11,0.009970524617632055,338.69414226088935,518,5,0.01013362189978469,317.2330583246207
August,1,12:30,264,1,0.0028371123498978235,325.3695537673488,552,8,0.01360834978291695,339.36772061683155,1143,11,0.01001263289482169,342.24364705016507,530,5,0.010339953390171908,321.754230697508
August,1,13:00,267,1,0.0026204800986078637,329.55634643995677,572,8,0.014419349334954975,337.4510942582732,1145,11,0.009480875049584522,345.30181831194653,540,6,0.010914154240829631,324.08795223104676
August,1,13:30,270,1,0.002251011082751365,330.16231463514265,590,9,0.015448848250440949,337.10090785090836,1145,11,0.009243979165524916,347.0371945438183,549,7,0.012082330474389696,323.7986146830543
August,1,14:00,273,1,0.002433528102548368,329.2114035877717,605,9,0.015177981289905329,340.45008296531336,1145,11,0.009610555182208245,347.6696781950064,554,8,0.013791183115192708,323.78773906493416
August,1,14:30,275,1,0.0032817496380155224,328.1242654023248,616,8,0.013458485943546108,343.8578460390633,1144,12,0.010478975421752463,347.6540804289426,557,9,0.01546940633855451,326.09517949575536
August,1,15:00,274,1,0.004015208192859708,326.4330297123979,620,7,0.01064144823054648,345.2168098421595,1138,12,0.010401371482116424,347.5736362976635,555,9,0.015926769024364264,327.6814238491834
August,1,15:30,269,1,0.003773728391023172,327.83267499857084,616,5,0.008631430572489256,345.56977220667005,1122,12,0.010527238241881023,348.1496485312004,550,9,0.016245912462902915,326.7032274750621
August,1,16:00,259,1,0.0026470189617364553,330.99722313269666,606,5,0.007679325054002171,346.17154030165557,1093,9,0.0079784877211591,349.3458754491591,540,7,0.012699265863381543,325.9923421385189
August,1,16:30,242,0,0.001610972468931802,331.97220080181523,585,4,0.007658629787418218,345.80222053011704,1044,6,0.006044726509702061,349.8659903638752,517,6,0.010680864263761239,327.1695302021776
August,1,17:00,220,0,0.001463117539136426,330.35618509960045,557,5,0.008309988669710743,346.64851829091674,979,5,0.005452182369867981,349.5761543499502,484,4,0.008841402011273114,327.96660921227914
August,1,17:30,194,0,0.0019723206008619093,328.6929771484818,519,5,0.009164932671797852,347.77820659016714,900,5,0.005650661258425687,349.91683360300146,445,3,0.00760971242667932,324.48921313222326
August,1,18:00,168,0,0.002654574753302455,333.115027271576,478,5,0.009937935447123089,345.6269336352863,819,5,0.006076730154032651,350.57678135596046,405,3,0.00783573134939208,319.55471932033225
August,1,18:30,139,0,0.002973540102626943,343.7202463674432,433,4,0.009980582866505511,340.83941751223034,733,5,0.006211407123302309,348.97127994861904,365,4,0.010389964567921519,317.9269089357917
August,1,19:00,110,0,0.0032173743442235636,346.32119605537105,387,4,0.01041625499341803,335.7596063847319,648,4,0.006441451675984978,346.285540755523,327,5,0.014829568132812885,319.6069737915905
August,1,19:30,84,0,0.005061871488576504,339.79754853925016,342,4,0.010800602099496154,332.25982963144736,567,4,0.006687557160463879,345.8153364039065,289,6,0.01950470849922515,319.4964227793635
August,1,20:00,63,1,0.009782002846998122,332.655777353234,298,3,0.011103810743154361,334.332871113347,490,3,0.0065916357351564125,343.96107625126143,252,6,0.025663631805738035,316.33359622065325
August,1,20:30,48,1,0.017086201409895065,325.97148772710625,257,3,0.010950689183361105,336.43481568571656,418,2,0.00515952160217883,339.8182279035014,217,7,0.034264326280344155,316.665208609958
August,1,21:00,36,1,0.023583654224473383,329.16360759149484,218,2,0.010145389888383469,331.8475098315832,351,1,0.003031024961853956,339.1452961220648,184,8,0.04093468100910866,322.6888519816688
August,1,21:30,28,1,0.03276001566047864,338.2068362852599,182,2,0.008583961437282916,324.71510350623794,290,0,0.0014421925799801975,341.5099755385771,154,6,0.03581379371293021,322.814702716097
August,1,22:00,21,1,0.05071753712346436,349.1272443255755,148,1,0.00632629086327124,318.627271519679,236,0,0.000845389128649451,340.40315257395144,128,3,0.021983642270690325,314.5975691497318
August,1,22:30,16,1,0.08259645304722299,355.97885107605106,119,0,0.0040947319730758125,313.4304569976206,191,0,0.0006472968618048919,332.7488031657883,106,1,0.00974653247126651,306.9915686818807
August,1,23:00,13,1,0.07430518309372988,334.61846163623284,98,0,0.0028902758263738668,313.24888566665686,157,0,0.00045526094570317926,320.0402466960295,89,0,0.0031449922108794074,303.2744306343558
August,1,23:30,11,1,0.061850609905299704,299.14506623285064,88,0,0.0024745770456124677,313.565080581445,141,0,0.0004507930132633335,308.05364992225196,81,0,0.0009570789749037753,301.9909303159471
August,2,0:00,5,0,0.008672829994276448,364.0107744081127,32,0,0.014397385144031508,313.39809464203523,58,0,0.000916054553295405,327.1541403665613,34,0,0.0007141478462464772,304.9942507806439
August,2,0:30,4,0,0.003612246066593781,362.62999588120397,27,0,0.01062230552131616,326.5282593099999,53,0,0.0006773465469764466,323.3069161428131,31,0,0.0007141478462464772,309.71108396550665
August,2,1:00,3,0,0.0036557337931682993,336.6768828865387,19,0,0.006456928782288595,328.83833866196017,44,0,0.000661346286832574,321.8379936703396,24,0,0.0007141478462464772,314.71360991549204
August,2,1:30,2,0,0.004188248245053417,298.2163853524323,12,0,0.003867339061763664,323.4572931305815,34,0,0.000643419723149567,326.10492633660215,18,0,0.0011663671255389295,319.45073398086083
August,2,2:00,2,0,0.004032960535505972,287.7080478053015,7,0,0.001867578467126457,327.5937349584344,26,0,0.0019709985292125564,329.8448626972801,12,0,0.00201726004573886,333.74338472146366
August,2,2:30,1,0,0.002815572719501612,298.3246154783303,5,0,0.0009628985008972792,324.3035880126764,19,0,0.0016441881501224706,333.1538626467041,7,0,0.001665865548429501,364.3883533258691
August,2,3:00,1,0,0.0,333.4651562727386,3,0,0.0,285.35190570137655,15,0,0.003066441551616984,329.9600154213142,4,0,0.001133511550704719,423.3345829355126
August,2,3:30,1,0,0.0,348.7521282233802,3,0,0.0,245.7923645992216,13,0,0.0017190312209605745,329.729597267824,1,0,5.2937773026744875e-05,627.6620144595855
August,2,4:00,1,0,0.0,298.0970610855027,3,0,8.65135367964565e-05,265.58101012352176,12,0,0.0010949016437396117,342.0318017198592,0,0,0.0,0.0
August,2,4:30,1,0,0.0,266.741035912791,3,0,0.0020384084637976516,289.5251467612711,13,0,0.0015169820491370888,346.8569789165761,0,0,0.0,0.0
August,2,5:00,1,0,0.0,272.34868689900713,3,0,0.007853371187325547,282.5559320942,15,0,0.0007948684132867718,340.7304631959429,2,0,0.0019112896677597783,560.1451456178329
August,2,5:30,2,0,0.0,253.99003743838117,4,0,0.028771929481402315,297.1637363833128,21,0,0.00021397450892853372,313.81848731139155,5,0,0.006442596609518304,408.611598862104
August,2,6:00,3,0,0.0,256.5290719383821,7,0,0.057549618212245086,344.7736309283579,32,0,0.00029976987763600323,284.0546838340496,12,0,0.015339615249377755,329.13417609449664
August,2,6:30,6,0,0.012285946417262337,273.6827888005702,11,1,0.10424154510402266,363.4296104561618,53,0,0.0016144324944343095,269.7817760280014,21,0,0.023282421793220272,280.62254804580135
August,2,7:00,11,0,0.004210677650364242,277.83815408841093,19,1,0.06026654472813635,337.48917775362423,87,0,0.0022362153810805223,264.64517289365597,36,1,0.01839644139502966,272.7662422902669
August,2,7:30,21,0,0.0031724158511075747,279.19653236459226,33,1,0.030305244372467007,311.1243058661491,137,0,0.003186952220034503,264.6671370496538,58,1,0.01354786166284962,278.68040334811946
August,2,8:00,36,0,0.0004328120298007436,274.54792077109704,56,1,0.016918068709090003,300.8742053258454,203,1,0.0040159827558976695,273.7648660314011,88,1,0.008463217754200407,280.22031906026024
August,2,8:30,55,0,0.00033268842609322,274.7428171203576,92,1,0.012515557035176901,300.2788303520628,286,2,0.005806290469149714,286.368348859412,126,1,0.006127020747773392,278.423027473754
August,2,9:00,76,0,0.0014417971850193834,277.7901930314909,137,2,0.012389392300352053,299.3272178851167,377,3,0.008444855107667206,296.5553557254722,169,1,0.006295817774991656,279.38898465508026
August,2,9:30,99,0,0.0027336762478579447,280.89389020219704,190,3,0.01345642092707896,302.76154323262034,474,5,0.010008697932827347,306.24515111557497,215,2,0.00845572535297015,282.3401944566773
August,2,10:00,122,1,0.0042763979264404325,289.7023598504112,241,4,0.015762119461112195,310.02918920787585,561,5,0.009261639008266128,314.2678380009043,259,3,0.011108142381909682,288.08527592426987
August,2,10:30,143,1,0.006211542653129302,297.88779416567814,289,5,0.018030309059864323,316.718568578993,634,5,0.007579277637198139,321.16720763647436,300,4,0.013139775592446402,294.02812251686265
August,2,11:00,161,1,0.009280709050021138,301.50542046370134,328,6,0.01849575618988909,321.207430651955,684,5,0.006693672593800403,326.9053261003295,331,4,0.011444679042531615,299.3087494356846
August,2,11:30,174,2,0.013398634966918309,302.49860324776995,359,7,0.018316209789080936,322.727535570122,713,5,0.00684986911903501,331.2529428730282,354,4,0.01023206888835274,304.4590497906012
August,2,12:00,184,3,0.016942058198277304,304.74348220760373,384,7,0.018403827965165515,322.283226336388,727,5,0.006801168263058488,333.5950782491908,369,4,0.010550979783013621,307.46270432364923
August,2,12:30,190,3,0.017008382604690737,308.23542307666406,403,8,0.01947080900115004,322.25938100398236,731,5,0.006970520250157384,334.5244060811064,378,5,0.012201991301390562,307.67312284689115
August,2,13:00,194,3,0.013410955541154833,311.4212006175234,422,9,0.02110147180697698,322.62864022358207,733,5,0.007434265046039469,335.48672476955124,384,5,0.013791157037195769,307.8115876746833
August,2,13:30,193,2,0.009691568689830869,314.53526803964644,436,10,0.02260575982207892,323.335800694084,732,6,0.007938867559027625,336.05752540748716,384,6,0.015054451750089987,307.85966173664684
August,2,14:00,191,1,0.007464798025824649,314.9590158550965,444,10,0.022701851117068742,326.46667413325014,726,5,0.0073490892066756025,336.20298649760355,381,6,0.016058377974022705,308.9307957467571
August,2,14:30,187,1,0.005595365763082059,312.20447279253494,446,9,0.019877335033080937,328.4020512473698,712,4,0.005616854542226077,336.87296564079077,374,6,0.01603115696556954,308.6566984052135
August,2,15:00,183,1,0.0035475549277343265,311.43015002905423,441,7,0.015265594989578472,326.34982612846346,692,2,0.0032712518055692946,338.74275286533856,364,5,0.013514729035893553,305.0459288071912
August,2,15:30,178,0,0.002270284252306566,315.121683406781,432,5,0.011638151721706706,325.81453481041655,666,1,0.0017935632505035064,339.50754026862677,352,4,0.010125901093230935,304.22888691949703
August,2,16:00,169,0,0.0027966129945212067,316.1120397407892,419,4,0.009450228112254868,330.0158839723062,637,1,0.001308028182927411,338.5014924872213,337,2,0.00719736382885171,307.29278660229744
August,2,16:30,158,1,0.004926320261472615,311.4444583644052,401,3,0.008596526431458166,333.8786319815368,601,1,0.0013466399672009265,337.2583340800943,318,2,0.005481452310587956,309.268150332811
August,2,17:00,144,1,0.007266742318627997,313.7682356749347,380,3,0.008632622014731901,334.2637146411078,565,1,0.0016047107862286565,336.6913854399666,297,1,0.0043266738937709805,309.3944878465122
August,2,17:30,129,1,0.0078040527384682585,321.8557882511525,356,3,0.00954515196131102,335.21622983427363,527,1,0.0018339776070038277,335.9538122298664,275,1,0.0033468355272200483,309.62910807426056
August,2,18:00,113,1,0.006891871301451059,326.524528373099,329,4,0.010862782884114824,336.33393180816466,490,1,0.0023417960077826657,336.30778314997224,254,1,0.002240476982003508,312.63588491227074
August,2,18:30,96,1,0.005432586700801385,329.0590551772832,299,4,0.012241599786460909,333.12161073399903,451,1,0.0031673860906420923,336.9569321774219,233,0,0.0014765502379708883,317.47833665313647
August,2,19:00,79,0,0.003966379193623724,329.29644470645445,269,4,0.01413423318957765,327.38658356044465,410,2,0.004218812693104859,334.81312434683196,212,0,0.00126557542025426,318.4307834117279
August,2,19:30,64,0,0.0031869294770044613,324.2816180946658,239,4,0.016452540355047285,322.18035047128365,368,2,0.005163512923633655,333.551161784649,191,0,0.0013539763334929728,315.41915158400826
August,2,20:00,50,0,0.004502463229590025,308.4238475575694,210,4,0.017995241119828646,317.55569455084066,325,2,0.005164942377900466,334.53190768348514,170,0,0.0025083993245445697,309.2112103930298
August,2,20:30,40,0,0.005534595357896723,295.30454286374624,181,3,0.017672972618936977,311.7245108064719,281,1,0.004314055141377885,333.81469225247594,149,1,0.00431798629909481,304.2095387643044
August,2,21:00,30,0,0.005348142585676216,300.91673797414126,154,3,0.01633942685259443,307.9529444453076,239,1,0.0027377602380603476,331.6686828189032,130,1,0.006011446833659757,303.9118458790511
August,2,21:30,23,0,0.0043498170936194375,324.18688399723305,128,2,0.015351423506847702,305.4664888959457,200,0,0.0015840194246076673,329.8448590684635,112,1,0.004470093677932439,304.06623113133924
August,2,22:00,17,0,0.003225333841745777,344.3794288143404,105,2,0.015263173099725457,304.48573057346874,166,0,0.0008512022256079128,326.50941865829435,95,0,0.0023347751463429606,301.16037696676767
August,2,22:30,12,0,0.008416786552787062,333.8884277419447,85,1,0.014449261435650493,305.39801504383894,137,0,0.00042698726371214726,321.71148619997416,81,0,0.0009098697811455716,299.31291611611783
August,2,23:00,9,0,0.0068096322668301035,314.82509291484683,70,1,0.01384318524425687,302.62265053174934,117,0,0.00023471607712333394,318.17249043785984,69,0,0.0003812322366972564,296.3555408729285
August,2,23:30,8,0,0.0029619709499924493,301.5278534733359,63,1,0.011946685756861681,299.1411653309742,107,0,0.00020251128616898117,317.9125088168209,64,0,0.0002606008443177584,290.8215165849808
August,3,0:00,2,0,0.007495455453542161,412.0888354529901,30,0,0.0021617745825581137,288.4550432293062,46,0,0.0006774157288228177,306.4870386963642,30,0,0.00035136665534953195,287.5920923843928
August,3,0:30,2,0,0.014704074374888397,399.17172662606873,26,0,0.0021617745825581137,308.758244300505,42,0,0.0009237499767136842,311.32046275025016,27,0,0.00030973791339829014,295.70757616263035
August,3,1:00,2,0,0.012407356433848412,366.1511194970842,19,0,0.00024615225719769107,330.70354678694434,35,0,0.0007087878924471879,304.46996194042424,22,0,0.00034238066166414354,308.11161997775446
August,3,1:30,2,0,0.005733276186528668,314.99889599569593,13,0,0.0009432442074736399,336.3898175769249,28,0,0.0006073822349319494,298.39303723662397,16,0,0.00034238066166414354,322.53009782751525
August,3,2:00,1,0,0.002794710670709459,287.27279362082214,8,0,0.0003275196459885322,347.88411032206625,22,0,0.001568931085324049,311.1284389659738,12,0,0.0015312140598675817,332.199707091831
August,3,2:30,1,0,0.002794710670709459,314.43769368360927,6,0,0.0004600596667117279,361.6261446854692,17,0,0.001597442596467427,332.09541163482476,8,0,0.001820986581610171,343.1183113901791
August,3,3:00,1,0,0.00044074970765471704,352.47751506844327,4,0,0.0,342.2751171904424,13,0,0.003860580733156459,357.8254666918226,4,0,0.00246233463674843,325.1268538931137
August,3,3:30,1,0,0.00044074970765471704,381.2065688895055,3,0,0.0,302.96180215922965,11,0,0.00023986959671645923,390.95228322107215,2,0,0.00044439320464000715,254.63669858672884
August,3,4:00,1,0,0.00034530941215379045,349.9431487956785,3,0,0.0,298.56637970990465,10,0,0.0,411.2213750052347,1,0,0.0,206.33018217949913
August,3,4:30,1,0,0.00034530941215379045,281.61100358858425,3,0,0.0,345.82466070065664,10,0,0.000600923259494875,400.65007319319847,0,0,0.0,0.0
August,3,5:00,2,0,0.00033477712963615497,251.56595184512463,3,0,0.0,376.96316268275353,11,0,0.0,358.6954614779914,1,0,0.0,278.60881091699014
August,3,5:30,2,0,0.00421042618490386,269.7330937226707,3,0,0.0,338.50934959522317,15,0,0.0,307.3683200348692,3,0,0.0,288.876086890247
August,3,6:00,3,0,0.0004528694212968019,279.6510554549184,4,0,0.0,308.829482699933,22,0,0.0006152721299875493,275.434936763833,7,0,0.0017422283760331518,275.7598486404084
August,3,6:30,3,0,0.0016051781076255563,281.39430106053345,6,0,0.0,308.2477084524317,34,0,0.0006805173423925596,265.05833703705457,14,0,0.0020858778861226656,270.65173099294384
August,3,7:00,5,0,0.00353832517688686,297.0657659779901,11,0,0.0,302.7070938829262,52,0,0.00018919652620526898,264.3188498819511,23,0,0.0,277.61246390021586
August,3,7:30,8,0,0.0032382301165750334,303.3320884058328,18,0,0.0,291.5274617416447,79,0,0.00018919652620526898,265.1516788238525,36,0,9.694088253821613e-06,285.2888176396267
August,3,8:00,11,0,0.0032526302404203163,286.53281267953656,31,0,0.0007256341508345518,287.9692250604101,112,0,0.00011488350638446609,270.99821635651955,53,0,9.185480060812136e-05,291.5688230492229
August,3,8:30,15,0,0.0004342241576120776,277.5241133740545,49,0,0.0002207761454559738,292.9593399154962,155,0,0.00010508373408660052,280.69003962902536,74,0,0.0006389642822367899,296.60938950226813
August,3,9:00,19,0,0.0007928663330916117,281.1409912701461,72,0,0.00030223288922087124,299.31243734193805,202,0,0.00010508373408660052,288.5478030332542,97,0,0.0024943824598522546,294.5519699623591
August,3,9:30,24,0,0.0008143660064643507,287.58142745322397,99,0,0.00035957852250792846,303.50644326117555,255,0,0.00010532498785619062,291.5536560443624,122,1,0.00597551285590347,288.08321604491334
August,3,10:00,29,0,0.0008168713340716326,286.27314588847935,123,0,0.0007367020277839062,305.9177515600049,307,0,0.00011614996428348473,294.3196852986301,147,2,0.010431209548849326,290.1855604450596
August,3,10:30,34,0,0.0008432377663784913,280.6470052731379,145,0,0.0014231930966788237,309.1004193447191,355,0,0.00013821688673803622,299.969491018213,170,2,0.013101244861037782,296.76941966695625
August,3,11:00,39,0,0.0010277010601447926,284.3590672671232,166,0,0.0025475344039351828,309.7331132546304,395,0,0.0002588615844732955,305.9901761946234,188,2,0.011983586292901891,298.05259334699775
August,3,11:30,47,0,0.0018262193372929408,291.3592542205662,187,1,0.003768694520081388,307.73918442787584,428,0,0.0006183466738445885,308.87413106909975,202,2,0.009081124915609504,296.7834268869093
August,3,12:00,56,0,0.004080436969395636,293.7999593141583,210,1,0.0046707722002658466,305.70014459330974,453,1,0.0014087156079575106,309.7471639303811,212,1,0.006888396855690666,295.35934317051726
August,3,12:30,67,0,0.007075090418774111,296.83336132474136,235,1,0.00530873454091164,303.753913562128,469,1,0.002806336325205363,313.3343525172857,220,1,0.006497432926454456,295.7162782338372
August,3,13:00,77,1,0.008939065906547186,298.33133938143715,258,1,0.005440864565061933,302.065774372145,480,2,0.0043611120500310005,319.02022658516887,226,2,0.007020948718631528,299.18147211663666
August,3,13:30,85,1,0.008254574957463505,296.68782991409375,276,1,0.004716405542598645,304.4528023834177,485,2,0.004887827045661778,322.1322957080595,230,2,0.0072115499642787595,301.9782495869427
August,3,14:00,90,1,0.007129130019978992,298.23428035962434,288,1,0.003387964380403331,309.07032228011394,485,2,0.004049266076771196,322.6342227394868,233,2,0.006896636206831957,301.66327804269116
August,3,14:30,92,1,0.007284637733241244,299.5274664712582,296,1,0.001957984656832165,310.88372009906107,483,1,0.00255244318851821,321.53658522558266,233,2,0.0064460287014035025,301.78076219338755
August,3,15:00,93,1,0.007743144917367482,297.4327166956374,300,0,0.0009667851766033218,310.64705068732866,478,1,0.0012648805831065619,321.57890499827306,232,1,0.00587548685780844,303.5168104993511
August,3,15:30,92,1,0.0071202243535572465,294.51620839555665,300,0,0.0006050575636916369,308.5511517606568,470,0,0.0004187928770717746,322.6015527982425,230,1,0.0053150535552344185,305.5122812349474
August,3,16:00,90,0,0.004889699410934089,291.5946474817355,297,0,0.0006816332457299075,304.690807140331,457,0,0.00011765080108815226,323.87964210088865,226,1,0.004397516607335659,308.0497873778757
August,3,16:30,84,0,0.0026659567934122926,287.2372535799032,287,0,0.0012529113969640697,304.2168348994111,437,0,3.0250262820741156e-05,325.6845727684368,219,1,0.00336883838397453,309.1238568122224
August,3,17:00,75,0,0.0016220541657263965,284.200889491079,274,1,0.0022521657274812298,308.9753815388672,412,0,0.00011280948472343759,324.83531161216445,209,1,0.0025607763337222506,308.2362689015929
August,3,17:30,65,0,0.0011405685474378934,285.26555319316833,258,1,0.003452408738353843,311.61120997792136,383,0,0.00011912881016728909,321.80464885235443,197,0,0.002298524959059339,305.78407674227736
August,3,18:00,54,0,0.0010308081264122258,288.574270984897,240,1,0.004380419633102913,309.4146150944535,354,0,0.00023088700344175655,321.5124657696477,186,0,0.0020429235186923324,302.77903010135276
August,3,18:30,45,0,0.0010152812273870756,285.52889104683743,219,1,0.005030327128725792,305.45609723282035,325,0,0.0005163739958398282,323.0096861596492,174,0,0.0017540615735825726,301.71292878498855
August,3,19:00,38,0,0.001013805867796121,282.9890645883363,197,1,0.0054291793287597565,304.0201279971825,297,0,0.000908431633291706,324.2237370053175,164,0,0.001972846506613597,305.265724720353
August,3,19:30,32,0,0.0010230848589342016,286.07301455720994,176,1,0.004851831975258376,307.0125745012758,271,0,0.0010958280656680407,323.5807194168496,153,0,0.002436626420135943,312.1604277247847
August,3,20:00,29,0,0.0020609942466450807,290.58271188073394,157,1,0.0033243625309403117,306.6946935200516,246,0,0.001027212725505526,321.41233709833807,141,0,0.002783463912338367,314.09992586341815
August,3,20:30,25,0,0.0027441916309647145,291.650041409324,140,0,0.0017495607358477764,303.78317669747867,222,0,0.0006607899391995343,318.56564427590274,127,0,0.0022195331679356737,309.84696342392317
August,3,21:00,22,0,0.0062425328474629655,296.126463199379,123,0,0.0008605849474173908,304.35057271998664,197,0,0.00023738688102088637,315.1998362195814,112,0,0.0017989419930773305,308.78881671601687
August,3,21:30,18,0,0.013013517604097174,301.51294249414593,107,0,0.0005559581402258607,305.75548032437456,173,0,0.00013697528039941873,313.31364940505637,97,0,0.0010891278756090066,311.4587435157854
August,3,22:00,15,0,0.02575429761538421,293.632720014169,91,0,0.0004905619767979655,301.13164078141284,149,0,0.00016262044444934068,313.0683874086827,85,0,0.0008406529573963996,311.04175697813974
August,3,22:30,12,0,0.0371581248207373,296.89432031007794,75,0,0.0004815982094736201,286.58187571219605,128,0,0.0001690999993456019,311.7657383705609,74,0,0.0003062387732147013,308.8730646148203
August,3,23:00,10,0,0.03441915331039637,315.4412098708594,63,0,0.00048081877421802133,271.75361945654316,111,0,0.00014980212855845892,310.8839174932098,66,0,0.00029735230899276006,310.75463168597656
August,3,23:30,9,0,0.02288825637525847,319.8849814612277,57,0,0.00038485168377982613,268.6264301629745,103,0,0.00014980212855845892,310.4507246716173,62,0,0.00026578125140886344,314.5299845667169
August,4,0:00,3,0,7.360917104176405e-05,420.3014468422544,18,0,0.0015509565609425188,353.47323794780505,46,0,0.00034037969398999755,313.92891377990776,26,0,0.0008463322363343582,322.37895212667786
August,4,0:30,2,0,0.00023302092210920685,377.24950901248366,16,0,0.0,351.6978949129755,42,0,0.000185805134637908,314.3966400350779,23,0,0.0008463322363343582,339.0433226388862
August,4,1:00,2,0,8.715836357624032e-05,348.70987205775197,13,0,0.0,368.3870245217421,34,0,0.0004679181219175986,317.3898463100069,19,0,0.0012061844871757406,351.91580458183194
August,4,1:30,2,0,8.715836357624032e-05,360.3924310055713,9,0,0.0,372.57890568736036,26,0,0.0015071087304695835,318.4839519340676,15,0,0.0010771388745717267,350.12284693717453
