portfolio,date,day_of_week,day_of_week_name,month_num,year,day_num,calls_offered,cct_seconds,abandon_rate,abandoned_calls
A,2024-02-27,1,Tuesday,2,2024,27,4512.0,326.8,0.0054,24
A,2024-02-28,2,Wednesday,2,2024,28,4523.0,310.92,0.0011,5
A,2024-02-29,3,Thursday,2,2024,29,4972.0,318.99,0.0054,27
A,2024-03-01,4,Friday,3,2024,1,5476.0,324.84,0.0087,48
A,2024-03-02,5,Saturday,3,2024,2,3825.0,330.3,0.0112,43
A,2024-03-03,6,Sunday,3,2024,3,1387.0,317.56,0.0274,38
A,2024-03-04,0,Monday,3,2024,4,5347.0,307.42,0.0205,110
A,2024-03-05,1,Tuesday,3,2024,5,5043.0,308.7,0.0165,83
A,2024-03-06,2,Wednesday,3,2024,6,4653.0,275.76,0.0115,54
A,2024-03-07,3,Thursday,3,2024,7,4489.0,325.52,0.0331,149
A,2024-03-08,4,Friday,3,2024,8,4496.0,321.56,0.0071,32
A,2024-03-09,5,Saturday,3,2024,9,2961.0,313.31,0.004,12
A,2024-03-10,6,Sunday,3,2024,10,1211.0,307.87,0.006,7
A,2024-03-11,0,Monday,3,2024,11,5459.0,314.33,0.0102,56
A,2024-03-12,1,Tuesday,3,2024,12,4542.0,302.6,0.0055,25
A,2024-03-13,2,Wednesday,3,2024,13,4587.0,277.99,0.0121,56
A,2024-03-14,3,Thursday,3,2024,14,4573.0,316.67,0.0061,28
A,2024-03-15,4,Friday,3,2024,15,4285.0,328.52,0.0074,32
A,2024-03-16,5,Saturday,3,2024,16,3425.0,300.7,0.0118,40
A,2024-03-17,6,Sunday,3,2024,17,1488.0,309.27,0.0092,14
A,2024-03-18,0,Monday,3,2024,18,5367.0,303.8,0.0069,37
A,2024-03-19,1,Tuesday,3,2024,19,5017.0,306.58,0.0132,66
A,2024-03-20,2,Wednesday,3,2024,20,5233.0,286.11,0.0171,89
A,2024-03-21,3,Thursday,3,2024,21,4773.0,308.82,0.0048,23
A,2024-03-22,4,Friday,3,2024,22,4702.0,307.17,0.0106,50
A,2024-03-23,5,Saturday,3,2024,23,3707.0,314.44,0.0083,31
A,2024-03-24,6,Sunday,3,2024,24,1476.0,312.19,0.0083,12
A,2024-03-25,0,Monday,3,2024,25,5533.0,315.44,0.0104,58
A,2024-03-26,1,Tuesday,3,2024,26,4465.0,290.85,0.0118,53
A,2024-03-27,2,Wednesday,3,2024,27,4840.0,271.0,0.0179,87
A,2024-03-28,3,Thursday,3,2024,28,4817.0,321.32,0.0084,40
A,2024-03-29,4,Friday,3,2024,29,4600.0,315.22,0.0058,27
A,2024-03-30,5,Saturday,3,2024,30,3561.0,304.88,0.0113,40
A,2024-03-31,6,Sunday,3,2024,31,594.0,306.22,0.0135,8
A,2024-04-01,0,Monday,4,2024,1,5958.0,302.04,0.0175,104
A,2024-04-02,1,Tuesday,4,2024,2,5738.0,291.39,0.0138,79
A,2024-04-03,2,Wednesday,4,2024,3,5702.0,326.33,0.0056,32
A,2024-04-04,3,Thursday,4,2024,4,5237.0,319.4,0.0022,12
A,2024-04-05,4,Friday,4,2024,5,5505.0,326.77,0.0103,57
A,2024-04-06,5,Saturday,4,2024,6,3615.0,323.16,0.0018,7
A,2024-04-07,6,Sunday,4,2024,7,1434.0,329.64,0.0076,11
A,2024-04-08,0,Monday,4,2024,8,4937.0,306.97,0.0608,300
A,2024-04-09,1,Tuesday,4,2024,9,4805.0,294.4,0.0,0
A,2024-04-10,2,Wednesday,4,2024,10,4728.0,340.69,0.0027,13
A,2024-04-11,3,Thursday,4,2024,11,4870.0,323.91,0.0077,37
A,2024-04-12,4,Friday,4,2024,12,4462.0,320.1,0.0089,40
A,2024-04-13,5,Saturday,4,2024,13,3094.0,321.56,0.0109,34
A,2024-04-14,6,Sunday,4,2024,14,1352.0,330.01,0.0118,16
A,2024-04-15,0,Monday,4,2024,15,5397.0,305.88,0.0211,114
A,2024-04-16,1,Tuesday,4,2024,16,4674.0,280.89,0.0076,36
A,2024-04-17,2,Wednesday,4,2024,17,4768.0,310.92,0.0007,3
A,2024-04-18,3,Thursday,4,2024,18,4580.0,319.46,0.0029,13
A,2024-04-19,4,Friday,4,2024,19,4671.0,332.65,0.0054,25
A,2024-04-20,5,Saturday,4,2024,20,3124.0,327.14,0.0126,39
A,2024-04-21,6,Sunday,4,2024,21,1429.0,315.03,0.0074,11
A,2024-04-22,0,Monday,4,2024,22,5416.0,312.62,0.0188,102
A,2024-04-23,1,Tuesday,4,2024,23,4845.0,297.94,0.0016,8
A,2024-04-24,2,Wednesday,4,2024,24,4882.0,326.93,0.0034,17
A,2024-04-25,3,Thursday,4,2024,25,4716.0,307.34,0.0039,18
A,2024-04-26,4,Friday,4,2024,26,4474.0,311.38,0.0886,396
A,2024-04-27,5,Saturday,4,2024,27,3202.0,302.46,0.0045,14
A,2024-04-28,6,Sunday,4,2024,28,1438.0,319.58,0.0131,19
A,2024-04-29,0,Monday,4,2024,29,5088.0,315.77,0.0131,67
A,2024-04-30,1,Tuesday,4,2024,30,4954.0,285.87,0.0092,46
A,2024-05-01,2,Wednesday,5,2024,1,5549.0,263.46,0.0079,44
A,2024-05-02,3,Thursday,5,2024,2,5296.0,317.27,0.0062,33
A,2024-05-03,4,Friday,5,2024,3,5337.0,316.69,0.0048,26
A,2024-05-04,5,Saturday,5,2024,4,3668.0,315.09,0.0052,19
A,2024-05-05,6,Sunday,5,2024,5,1837.0,308.99,0.002,4
A,2024-05-06,0,Monday,5,2024,6,5722.0,304.08,0.0053,30
A,2024-05-07,1,Tuesday,5,2024,7,5155.0,299.56,0.0027,14
A,2024-05-08,2,Wednesday,5,2024,8,4977.0,278.57,0.0041,20
A,2024-05-09,3,Thursday,5,2024,9,4891.0,310.08,0.0082,40
A,2024-05-10,4,Friday,5,2024,10,4840.0,307.32,0.0051,25
A,2024-05-11,5,Saturday,5,2024,11,3512.0,315.91,0.0161,57
A,2024-05-12,6,Sunday,5,2024,12,1132.0,299.62,0.012,14
A,2024-05-13,0,Monday,5,2024,13,4971.0,306.45,0.0261,130
A,2024-05-14,1,Tuesday,5,2024,14,4903.0,289.88,0.0201,99
A,2024-05-15,2,Wednesday,5,2024,15,4703.0,275.39,0.045,212
A,2024-05-16,3,Thursday,5,2024,16,4650.0,313.55,0.0127,59
A,2024-05-17,4,Friday,5,2024,17,5039.0,308.89,0.0132,67
A,2024-05-18,5,Saturday,5,2024,18,3620.0,308.24,0.0189,68
A,2024-05-19,6,Sunday,5,2024,19,1544.0,302.85,0.0216,33
A,2024-05-20,0,Monday,5,2024,20,5564.0,305.33,0.0057,32
A,2024-05-21,1,Tuesday,5,2024,21,4684.0,273.09,0.0156,73
A,2024-05-22,2,Wednesday,5,2024,22,4715.0,258.93,0.0068,32
A,2024-05-23,3,Thursday,5,2024,23,4794.0,310.37,0.0137,66
A,2024-05-24,4,Friday,5,2024,24,4786.0,316.53,0.0119,57
A,2024-05-25,5,Saturday,5,2024,25,3502.0,304.63,0.0107,37
A,2024-05-26,6,Sunday,5,2024,26,1407.0,295.22,0.0112,16
A,2024-05-27,0,Monday,5,2024,27,3209.0,284.69,0.0054,17
A,2024-05-28,1,Tuesday,5,2024,28,5473.0,269.47,0.0084,46
A,2024-05-29,2,Wednesday,5,2024,29,4810.0,245.04,0.0034,16
A,2024-05-30,3,Thursday,5,2024,30,4931.0,311.3,0.022,108
A,2024-05-31,4,Friday,5,2024,31,5264.0,295.61,0.0137,72
A,2024-06-01,5,Saturday,6,2024,1,3678.0,308.17,0.0082,30
A,2024-06-02,6,Sunday,6,2024,2,1633.0,315.03,0.0079,13
A,2024-06-03,0,Monday,6,2024,3,6408.0,317.47,0.0062,40
A,2024-06-04,1,Tuesday,6,2024,4,5851.0,320.99,0.006,35
A,2024-06-05,2,Wednesday,6,2024,5,5283.0,323.7,0.002,11
A,2024-06-06,3,Thursday,6,2024,6,4850.0,311.855,0.0083,40
A,2024-06-07,4,Friday,6,2024,7,4835.0,304.41499999999996,0.0061,29
A,2024-06-08,5,Saturday,6,2024,8,3372.0,308.20500000000004,0.0029,10
A,2024-06-09,6,Sunday,6,2024,9,1453.0,315.03,0.0073,11
A,2024-06-10,0,Monday,6,2024,10,5490.0,313.065,0.0052,29
A,2024-06-11,1,Tuesday,6,2024,11,5402.0,310.34,0.0071,38
A,2024-06-12,2,Wednesday,6,2024,12,4978.0,306.48,0.0051,25
A,2024-06-13,3,Thursday,6,2024,13,4820.0,291.2,0.0264,127
A,2024-06-14,4,Friday,6,2024,14,4965.0,282.76,0.0175,87
A,2024-06-15,5,Saturday,6,2024,15,3358.0,305.9,0.0063,21
A,2024-06-16,6,Sunday,6,2024,16,1319.0,304.81,0.0015,2
A,2024-06-17,0,Monday,6,2024,17,5656.0,307.61,0.0147,83
A,2024-06-18,1,Tuesday,6,2024,18,5368.0,307.3,0.0085,46
A,2024-06-19,2,Wednesday,6,2024,19,4712.0,318.93,0.0028,13
A,2024-06-20,3,Thursday,6,2024,20,5063.0,303.19,0.0235,119
A,2024-06-21,4,Friday,6,2024,21,4936.0,297.55,0.0175,86
A,2024-06-22,5,Saturday,6,2024,22,3236.0,314.19,0.0051,17
A,2024-06-23,6,Sunday,6,2024,23,1493.0,315.09,0.0055,8
A,2024-06-24,0,Monday,6,2024,24,5730.0,324.54,0.0065,37
A,2024-06-25,1,Tuesday,6,2024,25,5443.0,311.56,0.0091,50
A,2024-06-26,2,Wednesday,6,2024,26,5063.0,311.19,0.0089,45
A,2024-06-27,3,Thursday,6,2024,27,5373.0,290.79,0.0107,57
A,2024-06-28,4,Friday,6,2024,28,4641.0,260.69,0.0182,84
A,2024-06-29,5,Saturday,6,2024,29,3286.0,314.7,0.0092,30
A,2024-06-30,6,Sunday,6,2024,30,1454.0,325.85,0.0094,14
A,2024-07-01,0,Monday,7,2024,1,6314.0,313.51,0.0075,47
A,2024-07-02,1,Tuesday,7,2024,2,5755.0,312.3,0.0089,51
A,2024-07-03,2,Wednesday,7,2024,3,5422.0,320.69,0.0118,64
A,2024-07-04,3,Thursday,7,2024,4,2361.0,319.75,0.0131,31
A,2024-07-05,4,Friday,7,2024,5,5421.0,300.79,0.0075,41
A,2024-07-06,5,Saturday,7,2024,6,3534.0,298.05,0.0049,17
A,2024-07-07,6,Sunday,7,2024,7,1508.0,323.41,0.0028,4
A,2024-07-08,0,Monday,7,2024,8,6364.0,332.23,0.0056,36
A,2024-07-09,1,Tuesday,7,2024,9,5479.0,330.02,0.0074,41
A,2024-07-10,2,Wednesday,7,2024,10,5188.0,306.88,0.0121,63
A,2024-07-11,3,Thursday,7,2024,11,5296.0,313.69,0.019,101
A,2024-07-12,4,Friday,7,2024,12,4830.0,301.51,0.0252,122
A,2024-07-13,5,Saturday,7,2024,13,3296.0,285.67,0.0126,42
A,2024-07-14,6,Sunday,7,2024,14,1456.0,313.54,0.0133,19
A,2024-07-15,0,Monday,7,2024,15,4905.0,312.46,0.0101,50
A,2024-07-16,1,Tuesday,7,2024,16,4758.0,304.71,0.0132,63
A,2024-07-17,2,Wednesday,7,2024,17,4733.0,318.49,0.0135,64
A,2024-07-18,3,Thursday,7,2024,18,4685.0,307.01,0.0098,46
A,2024-07-19,4,Friday,7,2024,19,4561.0,296.09,0.0157,72
A,2024-07-20,5,Saturday,7,2024,20,3275.0,309.04,0.0154,50
A,2024-07-21,6,Sunday,7,2024,21,1348.0,337.28,0.0179,24
A,2024-07-22,0,Monday,7,2024,22,5264.0,327.18,0.0136,72
A,2024-07-23,1,Tuesday,7,2024,23,4948.0,305.6,0.0178,88
A,2024-07-24,2,Wednesday,7,2024,24,4479.0,318.99,0.0085,38
A,2024-07-25,3,Thursday,7,2024,25,4829.0,314.48,0.0165,80
A,2024-07-26,4,Friday,7,2024,26,4438.0,298.36,0.0184,82
A,2024-07-27,5,Saturday,7,2024,27,3386.0,300.08,0.0299,101
A,2024-07-28,6,Sunday,7,2024,28,1452.0,327.66,0.0114,17
A,2024-07-29,0,Monday,7,2024,29,4844.0,316.72,0.0135,65
A,2024-07-30,1,Tuesday,7,2024,30,4502.0,315.58,0.005,23
A,2024-07-31,2,Wednesday,7,2024,31,4258.0,323.84,0.0057,24
A,2024-08-01,3,Thursday,8,2024,1,5070.0,312.41,0.004,20
A,2024-08-02,4,Friday,8,2024,2,5322.0,312.63,0.0035,19
A,2024-08-03,5,Saturday,8,2024,3,3387.0,292.43,0.0074,25
A,2024-08-04,6,Sunday,8,2024,4,1511.0,284.57,0.0094,14
A,2024-08-05,0,Monday,8,2024,5,5589.0,325.96,0.0022,12
A,2024-08-06,1,Tuesday,8,2024,6,5151.0,325.18,0.0074,38
A,2024-08-07,2,Wednesday,8,2024,7,4659.0,316.62,0.0044,20
A,2024-08-08,3,Thursday,8,2024,8,4326.0,321.05,0.0131,57
A,2024-08-09,4,Friday,8,2024,9,4541.0,327.6,0.0099,45
A,2024-08-10,5,Saturday,8,2024,10,3234.0,302.68,0.0168,54
A,2024-08-11,6,Sunday,8,2024,11,1439.0,303.17,0.0139,20
A,2024-08-12,0,Monday,8,2024,12,4896.0,322.33,0.0034,17
A,2024-08-13,1,Tuesday,8,2024,13,4601.0,316.52,0.009,41
A,2024-08-14,2,Wednesday,8,2024,14,4587.0,323.87,0.0093,43
A,2024-08-15,3,Thursday,8,2024,15,4617.0,321.9,0.0088,41
A,2024-08-16,4,Friday,8,2024,16,4673.0,316.85,0.0012,6
A,2024-08-17,5,Saturday,8,2024,17,3511.0,301.1,0.0085,30
A,2024-08-18,6,Sunday,8,2024,18,1469.0,318.23,0.0166,24
A,2024-08-19,0,Monday,8,2024,19,5088.0,333.85,0.0186,95
A,2024-08-20,1,Tuesday,8,2024,20,4813.0,326.45,0.0062,30
A,2024-08-21,2,Wednesday,8,2024,21,4550.0,328.37,0.0136,62
A,2024-08-22,3,Thursday,8,2024,22,4449.0,322.64,0.0156,69
A,2024-08-23,4,Friday,8,2024,23,4715.0,318.89,0.0204,96
A,2024-08-24,5,Saturday,8,2024,24,3182.0,315.08,0.0088,28
A,2024-08-25,6,Sunday,8,2024,25,1514.0,290.61,0.0109,17
A,2024-08-26,0,Monday,8,2024,26,5193.0,327.64,0.0058,30
A,2024-08-27,1,Tuesday,8,2024,27,4875.0,328.18,0.0073,36
A,2024-08-28,2,Wednesday,8,2024,28,4471.0,323.12,0.0131,59
A,2024-08-29,3,Thursday,8,2024,29,4425.0,318.79,0.0321,142
A,2024-08-30,4,Friday,8,2024,30,4596.0,316.03,0.0194,89
A,2024-08-31,5,Saturday,8,2024,31,3305.0,316.33,0.0219,72
A,2024-09-01,6,Sunday,9,2024,1,1500.0,296.27,0.0117,18
A,2024-09-02,0,Monday,9,2024,2,3649.0,286.3,0.0131,48
A,2024-09-03,1,Tuesday,9,2024,3,6860.0,329.37,0.0129,88
A,2024-09-04,2,Wednesday,9,2024,4,6173.0,329.62,0.0103,64
A,2024-09-05,3,Thursday,9,2024,5,4685.0,318.79,0.0098,46
A,2024-09-06,4,Friday,9,2024,6,4673.0,316.85,0.0138,64
A,2024-09-07,5,Saturday,9,2024,7,3275.0,312.16,0.011,36
A,2024-09-08,6,Sunday,9,2024,8,1439.0,314.31,0.0114,16
A,2024-09-09,0,Monday,9,2024,9,5193.0,322.33,0.0092,48
A,2024-09-10,1,Tuesday,9,2024,10,4844.0,311.79999999999995,0.009149999999999998,44
A,2024-09-11,2,Wednesday,9,2024,11,4668.0,318.74,0.0103,48
A,2024-09-12,3,Thursday,9,2024,12,4685.0,318.79,0.0098,46
A,2024-09-13,4,Friday,9,2024,13,4673.0,317.87,0.012750000000000001,60
A,2024-09-14,5,Saturday,9,2024,14,3275.0,313.62,0.011,36
A,2024-09-15,6,Sunday,9,2024,15,1439.0,316.27,0.0114,16
A,2024-09-16,0,Monday,9,2024,16,5208.0,322.33,0.0092,48
A,2024-09-17,1,Tuesday,9,2024,17,5083.0,326.15,0.0147,75
A,2024-09-18,2,Wednesday,9,2024,18,4853.0,326.24,0.0149,72
A,2024-09-19,3,Thursday,9,2024,19,4918.0,321.37,0.0165,81
A,2024-09-20,4,Friday,9,2024,20,4761.0,310.47,0.0181,86
A,2024-09-21,5,Saturday,9,2024,21,3243.0,312.16,0.0167,54
A,2024-09-22,6,Sunday,9,2024,22,1615.0,294.99,0.0069,11
A,2024-09-23,0,Monday,9,2024,23,5318.0,284.0,0.0043,23
A,2024-09-24,1,Tuesday,9,2024,24,4806.0,300.53,0.0175,84
A,2024-09-25,2,Wednesday,9,2024,25,4816.0,331.01,0.0227,109
A,2024-09-26,3,Thursday,9,2024,26,4434.0,328.16,0.0233,103
A,2024-09-27,4,Friday,9,2024,27,3709.0,319.67,0.0138,51
A,2024-09-28,5,Saturday,9,2024,28,2749.0,307.18,0.011,30
A,2024-09-29,6,Sunday,9,2024,29,1161.0,314.31,0.0121,14
A,2024-09-30,0,Monday,9,2024,30,5056.0,321.5,0.0092,47
A,2024-10-01,1,Tuesday,10,2024,1,5350.0,291.91,0.0115,62
A,2024-10-02,2,Wednesday,10,2024,2,5248.0,293.44,0.046,241
A,2024-10-03,3,Thursday,10,2024,3,5211.0,318.72,0.0084,44
A,2024-10-04,4,Friday,10,2024,4,4731.0,326.63,0.0029,14
A,2024-10-05,5,Saturday,10,2024,5,3331.0,324.71,0.0055,18
A,2024-10-06,6,Sunday,10,2024,6,1427.0,314.09,0.0104,15
A,2024-10-07,0,Monday,10,2024,7,5305.0,328.42,0.0052,28
A,2024-10-08,1,Tuesday,10,2024,8,4796.0,301.42,0.0059,28
A,2024-10-09,2,Wednesday,10,2024,9,4425.0,292.88,0.0085,38
A,2024-10-10,3,Thursday,10,2024,10,4512.0,319.45,0.0055,25
A,2024-10-11,4,Friday,10,2024,11,4341.0,310.53,0.0026,11
A,2024-10-12,5,Saturday,10,2024,12,2849.0,330.58,0.011,31
A,2024-10-13,6,Sunday,10,2024,13,1219.0,328.17,0.0105,13
A,2024-10-14,0,Monday,10,2024,14,4679.0,326.95,0.0092,43
A,2024-10-15,1,Tuesday,10,2024,15,4408.0,306.47,0.0086,38
A,2024-10-16,2,Wednesday,10,2024,16,4678.0,299.53,0.0103,48
A,2024-10-17,3,Thursday,10,2024,17,4769.0,319.01,0.0051,24
A,2024-10-18,4,Friday,10,2024,18,4451.0,335.69,0.0088,39
A,2024-10-19,5,Saturday,10,2024,19,3266.0,319.85,0.007,23
A,2024-10-20,6,Sunday,10,2024,20,1413.0,325.67,0.0049,7
A,2024-10-21,0,Monday,10,2024,21,5574.0,323.52,0.0161,90
A,2024-10-22,1,Tuesday,10,2024,22,5137.0,308.02,0.0093,48
A,2024-10-23,2,Wednesday,10,2024,23,4925.0,282.99,0.0033,16
A,2024-10-24,3,Thursday,10,2024,24,4930.0,289.2,0.0033,16
A,2024-10-25,4,Friday,10,2024,25,4782.0,330.37,0.0117,56
A,2024-10-26,5,Saturday,10,2024,26,3105.0,323.48,0.0152,47
A,2024-10-27,6,Sunday,10,2024,27,1404.0,326.17,0.0091,13
A,2024-10-28,0,Monday,10,2024,28,5224.0,322.09,0.0054,28
A,2024-10-29,1,Tuesday,10,2024,29,4644.0,306.61,0.0176,82
A,2024-10-30,2,Wednesday,10,2024,30,4172.0,299.6,0.0098,41
A,2024-10-31,3,Thursday,10,2024,31,4323.0,294.88,0.0086,37
A,2024-11-01,4,Friday,11,2024,1,5336.0,328.56,0.0151,81
A,2024-11-02,5,Saturday,11,2024,2,3772.0,319.3,0.0068,26
A,2024-11-03,6,Sunday,11,2024,3,1392.0,336.15,0.0127,18
A,2024-11-04,0,Monday,11,2024,4,5837.0,320.54,0.0089,52
A,2024-11-05,1,Tuesday,11,2024,5,4874.0,318.24,0.0052,25
A,2024-11-06,2,Wednesday,11,2024,6,4695.0,296.93,0.0104,49
A,2024-11-07,3,Thursday,11,2024,7,4920.0,292.94,0.0108,53
A,2024-11-08,4,Friday,11,2024,8,5549.0,326.39,0.0058,32
A,2024-11-09,5,Saturday,11,2024,9,3716.0,338.09,0.0111,41
A,2024-11-10,6,Sunday,11,2024,10,1577.0,322.49,0.0171,27
A,2024-11-11,0,Monday,11,2024,11,5406.0,315.68,0.0137,74
A,2024-11-12,1,Tuesday,11,2024,12,4961.0,322.74,0.0149,74
A,2024-11-13,2,Wednesday,11,2024,13,4860.0,299.82,0.0083,40
A,2024-11-14,3,Thursday,11,2024,14,5290.0,278.13,0.0205,108
A,2024-11-15,4,Friday,11,2024,15,5065.0,314.53,0.0095,48
A,2024-11-16,5,Saturday,11,2024,16,3616.0,318.45,0.0117,42
A,2024-11-17,6,Sunday,11,2024,17,1716.0,318.5,0.0121,21
A,2024-11-18,0,Monday,11,2024,18,5782.0,309.51,0.013,75
A,2024-11-19,1,Tuesday,11,2024,19,5221.0,306.16,0.0099,52
A,2024-11-20,2,Wednesday,11,2024,20,5562.0,304.18,0.0099,55
A,2024-11-21,3,Thursday,11,2024,21,5322.0,284.13,0.01,53
A,2024-11-22,4,Friday,11,2024,22,5335.0,319.14,0.008,43
A,2024-11-23,5,Saturday,11,2024,23,4064.0,314.71,0.0187,76
A,2024-11-24,6,Sunday,11,2024,24,1713.0,316.53,0.0198,34
A,2024-11-25,0,Monday,11,2024,25,6285.0,301.14,0.0249,156
A,2024-11-26,1,Tuesday,11,2024,26,5478.0,304.57,0.0119,65
A,2024-11-27,2,Wednesday,11,2024,27,5067.0,296.13,0.0067,34
A,2024-11-28,3,Thursday,11,2024,28,545.0,290.14,0.0096,5
A,2024-11-29,4,Friday,11,2024,29,6986.0,280.51,0.0305,213
A,2024-11-30,5,Saturday,11,2024,30,4936.0,327.42,0.0055,27
A,2024-12-01,6,Sunday,12,2024,1,2101.0,323.73,0.0046,10
A,2024-12-02,0,Monday,12,2024,2,8302.0,323.3,0.0026,22
A,2024-12-03,1,Tuesday,12,2024,3,7285.0,316.96,0.005,36
A,2024-12-04,2,Wednesday,12,2024,4,6329.0,329.58,0.0077,49
A,2024-12-05,3,Thursday,12,2024,5,6112.0,311.71,0.0143,87
A,2024-12-06,4,Friday,12,2024,6,6090.0,291.69,0.0155,94
A,2024-12-07,5,Saturday,12,2024,7,4323.0,331.18,0.0045,19
A,2024-12-08,6,Sunday,12,2024,8,2007.0,335.9,0.0079,16
A,2024-12-09,0,Monday,12,2024,9,7094.0,314.1,0.0084,60
A,2024-12-10,1,Tuesday,12,2024,10,6604.0,316.39,0.004,26
A,2024-12-11,2,Wednesday,12,2024,11,6715.0,327.36,0.0037,25
A,2024-12-12,3,Thursday,12,2024,12,6192.0,313.29,0.018,111
A,2024-12-13,4,Friday,12,2024,13,6005.0,290.11,0.0036,22
A,2024-12-14,5,Saturday,12,2024,14,4610.0,323.34,0.0034,16
A,2024-12-15,6,Sunday,12,2024,15,2099.0,321.67,0.0025,5
A,2024-12-16,0,Monday,12,2024,16,6945.0,317.93,0.003,21
A,2024-12-17,1,Tuesday,12,2024,17,6472.0,315.98,0.0015,10
A,2024-12-18,2,Wednesday,12,2024,18,6209.0,321.5,0.0172,107
A,2024-12-19,3,Thursday,12,2024,19,5932.0,302.09,0.0204,121
A,2024-12-20,4,Friday,12,2024,20,6055.0,302.38,0.0134,81
A,2024-12-21,5,Saturday,12,2024,21,4701.0,322.18,0.006,28
