portfolio,date,interval,day_of_week,day_of_week_name,month_name,calls_offered,abandoned_calls,abandon_rate,cct_seconds
A,2025-04-03,17:00,3,Thursday,April,210.0,0,0.0,324.07500000000005
A,2025-04-03,17:30,3,Thursday,April,183.0,0,0.00255,322.46500000000003
A,2025-04-03,18:00,3,Thursday,April,139.0,0,0.0,325.57000000000005
A,2025-04-03,18:30,3,Thursday,April,159.0,0,0.0,288.44
A,2025-04-03,19:00,3,Thursday,April,95.0,1,0.0105,380.83
A,2025-04-03,19:30,3,Thursday,April,78.0,0,0.0,380.12
A,2025-04-03,20:00,3,Thursday,April,52.0,0,0.0,327.65
A,2025-04-03,20:30,3,Thursday,April,47.0,2,0.0426,342.8
A,2025-04-03,21:00,3,Thursday,April,36.0,3,0.0833,270.27
A,2025-04-03,21:30,3,Thursday,April,22.0,0,0.0,285.95
A,2025-04-03,22:00,3,Thursday,April,27.0,1,0.037,350.27
A,2025-04-03,22:30,3,Thursday,April,13.0,1,0.0769,320.42
A,2025-04-03,23:00,3,Thursday,April,14.0,0,0.0,275.0
A,2025-04-03,23:30,3,Thursday,April,9.0,0,0.0,247.67
A,2025-04-04,00:00,4,Friday,April,5.0,0,0.0,228.8
A,2025-04-04,00:30,4,Friday,April,6.0,0,0.0,337.0
A,2025-04-04,01:00,4,Friday,April,9.0,0,0.0,202.89
A,2025-04-04,01:30,4,Friday,April,4.0,0,0.0,256.0
A,2025-04-04,02:00,4,Friday,April,2.0,0,0.0,233.5
A,2025-04-04,02:30,4,Friday,April,1.0,0,0.0,296.0
A,2025-04-04,03:00,4,Friday,April,1.0,0,0.0,159.6
A,2025-04-04,03:30,4,Friday,April,0.0,0,0.0,0.0
A,2025-04-04,04:00,4,Friday,April,2.0,0,0.0,276.5
A,2025-04-04,04:30,4,Friday,April,4.0,0,0.0,359.75
A,2025-04-04,05:00,4,Friday,April,1.0,0,0.0,208.0
A,2025-04-04,05:30,4,Friday,April,2.0,0,0.0,113.5
A,2025-04-04,06:00,4,Friday,April,2.0,0,0.0,236.0
A,2025-04-04,06:30,4,Friday,April,7.0,3,0.4286,333.75
A,2025-04-04,07:00,4,Friday,April,8.0,0,0.0,288.5
A,2025-04-04,07:30,4,Friday,April,18.0,0,0.0,276.06
A,2025-04-04,08:00,4,Friday,April,45.0,0,0.0,273.38
A,2025-04-04,08:30,4,Friday,April,86.0,0,0.0,271.07
A,2025-04-04,09:00,4,Friday,April,122.0,0,0.0,325.59
A,2025-04-04,09:30,4,Friday,April,174.0,0,0.0,283.62
A,2025-04-04,10:00,4,Friday,April,166.0,0,0.0,298.48
A,2025-04-04,10:30,4,Friday,April,212.0,1,0.0047,330.84
A,2025-04-04,11:00,4,Friday,April,221.0,0,0.0,310.86
A,2025-04-04,11:30,4,Friday,April,232.0,1,0.0043,317.39
A,2025-04-04,12:00,4,Friday,April,232.0,0,0.0,310.03
A,2025-04-04,12:30,4,Friday,April,230.0,0,0.0,327.65
A,2025-04-04,13:00,4,Friday,April,260.0,2,0.0077,320.2
A,2025-04-04,13:30,4,Friday,April,257.0,0,0.0,310.3
A,2025-04-04,14:00,4,Friday,April,234.0,0,0.0,291.21
A,2025-04-04,14:30,4,Friday,April,276.0,1,0.0036,294.69
A,2025-04-04,15:00,4,Friday,April,256.0,4,0.0156,315.11
A,2025-04-04,15:30,4,Friday,April,269.0,2,0.0074,327.46
A,2025-04-04,16:00,4,Friday,April,268.0,0,0.0,308.75
A,2025-04-04,16:30,4,Friday,April,234.0,0,0.0,327.39
A,2025-04-04,17:00,4,Friday,April,199.0,0,0.0,307.53
A,2025-04-04,17:30,4,Friday,April,174.0,0,0.0,341.68
A,2025-04-04,18:00,4,Friday,April,163.0,0,0.0,323.99
A,2025-04-04,18:30,4,Friday,April,129.0,1,0.0078,340.3
A,2025-04-04,19:00,4,Friday,April,62.0,0,0.0,327.85
A,2025-04-04,19:30,4,Friday,April,48.0,0,0.0,312.79
A,2025-04-04,20:00,4,Friday,April,49.0,0,0.0,321.65
A,2025-04-04,20:30,4,Friday,April,35.0,0,0.0,296.69
A,2025-04-04,21:00,4,Friday,April,31.0,0,0.0,343.29
A,2025-04-04,21:30,4,Friday,April,20.0,0,0.0,285.1
A,2025-04-04,22:00,4,Friday,April,28.0,0,0.0,303.64
A,2025-04-04,22:30,4,Friday,April,12.0,0,0.0,187.5
A,2025-04-04,23:00,4,Friday,April,10.0,1,0.1,209.56
A,2025-04-04,23:30,4,Friday,April,8.0,1,0.125,336.29
A,2025-04-05,00:00,5,Saturday,April,5.0,1,0.2,430.5
A,2025-04-05,00:30,5,Saturday,April,7.0,0,0.0,378.0
A,2025-04-05,01:00,5,Saturday,April,3.0,0,0.0,716.67
A,2025-04-05,01:30,5,Saturday,April,3.0,1,0.3333,676.5
A,2025-04-05,02:00,5,Saturday,April,1.0,1,1.0,253.25
A,2025-04-05,02:30,5,Saturday,April,1.0,0,0.0,1681.0
A,2025-04-05,03:00,5,Saturday,April,3.0,0,0.0,167.0
A,2025-04-05,03:30,5,Saturday,April,1.0,0,0.0,1013.0
A,2025-04-05,04:00,5,Saturday,April,2.0,0,0.0,269.0
A,2025-04-05,04:30,5,Saturday,April,1.0,0,0.0,190.33499999999998
A,2025-04-05,05:00,5,Saturday,April,1.0,0,0.0,334.0
A,2025-04-05,05:30,5,Saturday,April,2.0,0,0.0,113.0
A,2025-04-05,06:00,5,Saturday,April,1.0,0,0.0,129.0
A,2025-04-05,06:30,5,Saturday,April,3.0,0,0.0,334.0
A,2025-04-05,07:00,5,Saturday,April,4.0,0,0.0,250.0
A,2025-04-05,07:30,5,Saturday,April,7.0,1,0.1429,202.33
A,2025-04-05,08:00,5,Saturday,April,29.0,0,0.0,246.69
A,2025-04-05,08:30,5,Saturday,April,48.0,0,0.0,261.96
A,2025-04-05,09:00,5,Saturday,April,79.0,0,0.0,293.37
A,2025-04-05,09:30,5,Saturday,April,104.0,0,0.0,293.68
A,2025-04-05,10:00,5,Saturday,April,111.0,0,0.0,254.3
A,2025-04-05,10:30,5,Saturday,April,154.0,2,0.013,278.04
A,2025-04-05,11:00,5,Saturday,April,172.0,0,0.0,294.19
A,2025-04-05,11:30,5,Saturday,April,163.0,0,0.0,272.81
A,2025-04-05,12:00,5,Saturday,April,182.0,2,0.011,306.28
A,2025-04-05,12:30,5,Saturday,April,202.0,4,0.0198,281.16
A,2025-04-05,13:00,5,Saturday,April,188.0,0,0.0,294.5
A,2025-04-05,13:30,5,Saturday,April,162.0,0,0.0,295.97
A,2025-04-05,14:00,5,Saturday,April,173.0,0,0.0,278.04
A,2025-04-05,14:30,5,Saturday,April,178.0,1,0.0056,311.85
A,2025-04-05,15:00,5,Saturday,April,163.0,1,0.0061,301.06
A,2025-04-05,15:30,5,Saturday,April,161.0,0,0.0,318.52
A,2025-04-05,16:00,5,Saturday,April,172.0,0,0.0,251.78
A,2025-04-05,16:30,5,Saturday,April,154.0,0,0.0,280.45
A,2025-04-05,17:00,5,Saturday,April,125.0,1,0.008,340.96
A,2025-04-05,17:30,5,Saturday,April,131.0,0,0.0,277.89
A,2025-04-05,18:00,5,Saturday,April,127.0,3,0.0236,316.95
A,2025-04-05,18:30,5,Saturday,April,79.0,0,0.0,334.23
A,2025-04-05,19:00,5,Saturday,April,70.0,0,0.0,257.41
A,2025-04-05,19:30,5,Saturday,April,41.0,0,0.0,302.68
A,2025-04-05,20:00,5,Saturday,April,45.0,1,0.0222,293.8
A,2025-04-05,20:30,5,Saturday,April,26.0,0,0.0,232.85
A,2025-04-05,21:00,5,Saturday,April,20.0,2,0.1,223.17
A,2025-04-05,21:30,5,Saturday,April,24.0,0,0.0,358.96
A,2025-04-05,22:00,5,Saturday,April,15.0,0,0.0,385.07
A,2025-04-05,22:30,5,Saturday,April,9.0,1,0.1111,284.38
A,2025-04-05,23:00,5,Saturday,April,13.0,3,0.2308,355.9
A,2025-04-05,23:30,5,Saturday,April,2.0,0,0.0,268.0
A,2025-04-06,00:00,6,Sunday,April,2.0,0,0.0,762.0
A,2025-04-06,00:30,6,Sunday,April,3.0,2,0.6667,366.0
A,2025-04-06,01:00,6,Sunday,April,2.5,0,0.0,321.25
A,2025-04-06,01:30,6,Sunday,April,1.0,0,0.0,371.0
A,2025-04-06,02:00,6,Sunday,April,1.0,0,0.0,21.0
A,2025-04-06,02:30,6,Sunday,April,0.0,0,0.0,0.0
A,2025-04-06,03:00,6,Sunday,April,2.0,0,0.0,308.0
A,2025-04-06,03:30,6,Sunday,April,2.0,0,0.0,502.0
A,2025-04-06,04:00,6,Sunday,April,1.0,0,0.0,362.16499999999996
A,2025-04-06,04:30,6,Sunday,April,1.0,0,0.0,241.0
A,2025-04-06,05:00,6,Sunday,April,2.0,0,0.0,179.0
A,2025-04-06,05:30,6,Sunday,April,0.0,0,0.0,0.0
A,2025-04-06,06:00,6,Sunday,April,1.0,0,0.0,222.0
A,2025-04-06,06:30,6,Sunday,April,1.0,0,0.0,106.0
A,2025-04-06,07:00,6,Sunday,April,5.0,0,0.0,493.8
A,2025-04-06,07:30,6,Sunday,April,1.0,0,0.0,278.0
A,2025-04-06,08:00,6,Sunday,April,3.0,0,0.0,260.33
A,2025-04-06,08:30,6,Sunday,April,9.0,0,0.0,207.11
A,2025-04-06,09:00,6,Sunday,April,25.0,0,0.0,221.4
A,2025-04-06,09:30,6,Sunday,April,21.0,0,0.0,314.57
A,2025-04-06,10:00,6,Sunday,April,21.0,0,0.0,261.71
A,2025-04-06,10:30,6,Sunday,April,39.0,0,0.0,258.0
A,2025-04-06,11:00,6,Sunday,April,37.0,0,0.0,266.73
A,2025-04-06,11:30,6,Sunday,April,34.0,0,0.0,350.65
A,2025-04-06,12:00,6,Sunday,April,47.0,0,0.0,313.72
A,2025-04-06,12:30,6,Sunday,April,58.0,0,0.0,285.52
A,2025-04-06,13:00,6,Sunday,April,86.0,6,0.0698,278.14
A,2025-04-06,13:30,6,Sunday,April,73.0,0,0.0,255.34
A,2025-04-06,14:00,6,Sunday,April,71.0,0,0.0,257.17
A,2025-04-06,14:30,6,Sunday,April,91.0,1,0.011,263.13
A,2025-04-06,15:00,6,Sunday,April,69.0,1,0.0145,334.79
A,2025-04-06,15:30,6,Sunday,April,83.0,0,0.0,268.7
A,2025-04-06,16:00,6,Sunday,April,80.0,0,0.0,328.65
A,2025-04-06,16:30,6,Sunday,April,77.0,0,0.0,252.25
A,2025-04-06,17:00,6,Sunday,April,55.0,0,0.0,273.67
A,2025-04-06,17:30,6,Sunday,April,51.0,0,0.0,272.84
A,2025-04-06,18:00,6,Sunday,April,46.0,0,0.0,312.85
A,2025-04-06,18:30,6,Sunday,April,35.0,0,0.0,320.77
A,2025-04-06,19:00,6,Sunday,April,28.0,0,0.0,289.57
A,2025-04-06,19:30,6,Sunday,April,22.0,0,0.0,291.95
A,2025-04-06,20:00,6,Sunday,April,19.0,0,0.0,238.68
A,2025-04-06,20:30,6,Sunday,April,14.0,0,0.0,284.07
A,2025-04-06,21:00,6,Sunday,April,14.0,0,0.0,296.14
A,2025-04-06,21:30,6,Sunday,April,9.0,0,0.0,373.67
A,2025-04-06,22:00,6,Sunday,April,21.0,0,0.0,263.05
A,2025-04-06,22:30,6,Sunday,April,12.0,2,0.1667,324.2
A,2025-04-06,23:00,6,Sunday,April,7.0,0,0.0,374.43
A,2025-04-06,23:30,6,Sunday,April,5.0,0,0.0,200.0
A,2025-04-07,00:00,0,Monday,April,5.0,0,0.0,350.4
A,2025-04-07,00:30,0,Monday,April,5.0,0,0.0,266.8
A,2025-04-07,01:00,0,Monday,April,1.0,0,0.0,286.0
A,2025-04-07,01:30,0,Monday,April,1.0,0,0.0,198.0
A,2025-04-07,02:00,0,Monday,April,2.0,0,0.0,438.0
A,2025-04-07,02:30,0,Monday,April,2.0,0,0.0,306.25
A,2025-04-07,03:00,0,Monday,April,1.0,0,0.0,154.0
A,2025-04-07,03:30,0,Monday,April,1.0,0,0.0,237.0
A,2025-04-07,04:00,0,Monday,April,1.0,0,0.0,288.0
A,2025-04-07,04:30,0,Monday,April,2.0,0,0.0,128.33
A,2025-04-07,05:00,0,Monday,April,1.0,0,0.0,172.0
A,2025-04-07,05:30,0,Monday,April,1.0,0,0.0,164.5
A,2025-04-07,06:00,0,Monday,April,1.0,0,0.0,244.0
A,2025-04-07,06:30,0,Monday,April,1.0,0,0.0,53.0
A,2025-04-07,07:00,0,Monday,April,8.0,1,0.125,185.29
A,2025-04-07,07:30,0,Monday,April,6.0,0,0.0,540.83
A,2025-04-07,08:00,0,Monday,April,33.0,0,0.0,305.48
A,2025-04-07,08:30,0,Monday,April,87.0,0,0.0,297.95
A,2025-04-07,09:00,0,Monday,April,113.0,0,0.0,319.73
A,2025-04-07,09:30,0,Monday,April,176.0,1,0.0057,368.04
A,2025-04-07,10:00,0,Monday,April,174.0,0,0.0,323.98
A,2025-04-07,10:30,0,Monday,April,197.0,0,0.0,309.25
A,2025-04-07,11:00,0,Monday,April,242.0,0,0.0,332.38
A,2025-04-07,11:30,0,Monday,April,249.0,1,0.004,314.4
A,2025-04-07,12:00,0,Monday,April,249.0,0,0.0,309.31
A,2025-04-07,12:30,0,Monday,April,255.0,0,0.0,321.7
A,2025-04-07,13:00,0,Monday,April,301.0,0,0.0,299.98
A,2025-04-07,13:30,0,Monday,April,231.0,0,0.0,347.18
A,2025-04-07,14:00,0,Monday,April,268.0,0,0.0,319.88
A,2025-04-07,14:30,0,Monday,April,284.0,2,0.007,334.34
A,2025-04-07,15:00,0,Monday,April,295.0,1,0.0034,322.28
A,2025-04-07,15:30,0,Monday,April,270.0,0,0.0,354.54
A,2025-04-07,16:00,0,Monday,April,264.0,1,0.0038,320.65
A,2025-04-07,16:30,0,Monday,April,246.0,0,0.0,340.08
A,2025-04-07,17:00,0,Monday,April,238.0,0,0.0,357.74
A,2025-04-07,17:30,0,Monday,April,213.0,0,0.0,308.02
A,2025-04-07,18:00,0,Monday,April,160.0,0,0.0,314.43
A,2025-04-07,18:30,0,Monday,April,136.0,0,0.0,297.23
A,2025-04-07,19:00,0,Monday,April,90.0,0,0.0,339.97
A,2025-04-07,19:30,0,Monday,April,88.0,0,0.0,341.27
A,2025-04-07,20:00,0,Monday,April,67.0,0,0.0,311.31
A,2025-04-07,20:30,0,Monday,April,37.0,2,0.0541,384.31
A,2025-04-07,21:00,0,Monday,April,39.0,2,0.0513,260.86
A,2025-04-07,21:30,0,Monday,April,20.0,0,0.0,548.85
A,2025-04-07,22:00,0,Monday,April,18.0,0,0.0,226.67
A,2025-04-07,22:30,0,Monday,April,10.0,0,0.0,283.1
A,2025-04-07,23:00,0,Monday,April,15.0,0,0.0,226.0
A,2025-04-07,23:30,0,Monday,April,6.0,0,0.0,613.17
A,2025-04-08,00:00,1,Tuesday,April,5.0,0,0.0,351.8
A,2025-04-08,00:30,1,Tuesday,April,11.0,0,0.0,480.64
A,2025-04-08,01:00,1,Tuesday,April,4.0,0,0.0,481.0
A,2025-04-08,01:30,1,Tuesday,April,6.0,0,0.0,286.67
A,2025-04-08,02:00,1,Tuesday,April,2.0,0,0.0,372.0
A,2025-04-08,02:30,1,Tuesday,April,1.0,0,0.0,2.0
A,2025-04-08,03:00,1,Tuesday,April,1.0,0,0.0,250.0
A,2025-04-08,03:30,1,Tuesday,April,1.5,0,0.0,260.0
A,2025-04-08,04:00,1,Tuesday,April,1.0,0,0.0,211.0
A,2025-04-08,04:30,1,Tuesday,April,2.0,0,0.0,121.5
A,2025-04-08,05:00,1,Tuesday,April,3.0,0,0.0,217.67
A,2025-04-08,05:30,1,Tuesday,April,3.0,0,0.0,134.67
A,2025-04-08,06:00,1,Tuesday,April,1.0,0,0.0,206.0
A,2025-04-08,06:30,1,Tuesday,April,8.0,1,0.125,206.29
A,2025-04-08,07:00,1,Tuesday,April,5.0,0,0.0,268.4
A,2025-04-08,07:30,1,Tuesday,April,14.0,0,0.0,297.79
A,2025-04-08,08:00,1,Tuesday,April,34.0,0,0.0,250.41
A,2025-04-08,08:30,1,Tuesday,April,88.0,2,0.0227,285.71
A,2025-04-08,09:00,1,Tuesday,April,137.0,1,0.0073,320.65
A,2025-04-08,09:30,1,Tuesday,April,155.0,5,0.0323,331.31
A,2025-04-08,10:00,1,Tuesday,April,206.0,2,0.0097,351.02
A,2025-04-08,10:30,1,Tuesday,April,215.0,0,0.0,316.95
A,2025-04-08,11:00,1,Tuesday,April,204.0,1,0.0049,327.58
A,2025-04-08,11:30,1,Tuesday,April,243.0,2,0.0082,312.43
A,2025-04-08,12:00,1,Tuesday,April,283.0,7,0.0247,336.92
A,2025-04-08,12:30,1,Tuesday,April,252.0,5,0.0198,317.16
A,2025-04-08,13:00,1,Tuesday,April,224.0,0,0.0,325.81
A,2025-04-08,13:30,1,Tuesday,April,245.0,0,0.0,367.21
A,2025-04-08,14:00,1,Tuesday,April,270.0,0,0.0,291.77
A,2025-04-08,14:30,1,Tuesday,April,179.0,1,0.0056,318.51
A,2025-04-08,15:00,1,Tuesday,April,262.0,0,0.0,314.62
A,2025-04-08,15:30,1,Tuesday,April,268.0,1,0.0037,340.09
A,2025-04-08,16:00,1,Tuesday,April,264.0,1,0.0038,349.78
A,2025-04-08,16:30,1,Tuesday,April,262.0,1,0.0038,329.97
A,2025-04-08,17:00,1,Tuesday,April,216.0,0,0.0,282.39
A,2025-04-08,17:30,1,Tuesday,April,193.0,0,0.0,379.38
A,2025-04-08,18:00,1,Tuesday,April,176.0,2,0.0114,324.32
A,2025-04-08,18:30,1,Tuesday,April,138.0,0,0.0,326.01
A,2025-04-08,19:00,1,Tuesday,April,82.0,0,0.0,311.16
A,2025-04-08,19:30,1,Tuesday,April,94.0,0,0.0,276.96
A,2025-04-08,20:00,1,Tuesday,April,47.0,0,0.0,362.6
A,2025-04-08,20:30,1,Tuesday,April,52.0,0,0.0,272.9
A,2025-04-08,21:00,1,Tuesday,April,38.0,1,0.0263,342.89
A,2025-04-08,21:30,1,Tuesday,April,23.0,0,0.0,347.83
A,2025-04-08,22:00,1,Tuesday,April,21.0,0,0.0,271.0
